congress,chamber,bioguide,last_name,state,district,party,votes,agree_pct,predicted_agree,net_trump_vote
115,house,D000619,Davis,IL,13,R,96,0.96875,0.79376206,5.5
116,house,D000619,Davis,IL,13,R,13,0.6923076923076923,0.36842154,5.5
0,house,D000620,Delaney,MD,6,Democrat,93,0.34408602150537637,0.38482536,-15.1
115,house,D000620,Delaney,MD,6,D,93,0.34408602150537637,0.38482536,-15.1
0,house,D000621,DeSantis,FL,6,Republican,87,0.9425287356321839,0.91059529,17
115,house,D000621,DeSantis,FL,6,R,87,0.9425287356321839,0.91059529,17
0,house,D000623,DeSaulnier,CA,11,Democrat,107,0.09345794392523364,0.15769089,-48.8
115,house,D000623,DeSaulnier,CA,11,D,94,0.10638297872340426,0.17949632,-48.8
116,house,D000623,DeSaulnier,CA,11,D,13,0,2.084e-5,-48.8
0,house,D000624,Dingell,MI,12,Democrat,107,0.17757009345794392,0.23654886,-26.3
115,house,D000624,Dingell,MI,12,D,95,0.2,0.26630704,-26.3
116,house,D000624,Dingell,MI,12,D,12,0,9.6322e-4,-26.3
0,house,D000625,Donovan,NY,11,Republican,94,0.8723404255319149,0.85056875,9.8
115,house,D000625,Donovan,NY,11,R,94,0.8723404255319149,0.85056875,9.8
0,house,D000626,Davidson,OH,8,Republican,105,0.8666666666666667,0.94674924,34.5
115,house,D000626,Davidson,OH,8,R,95,0.8631578947368421,0.94889761,34.5
116,house,D000626,Davidson,OH,8,R,10,0.9,0.92633972,34.5
0,house,D000627,Demings,FL,10,Democrat,109,0.2018348623853211,0.23268169,-26.9
115,house,D000627,Demings,FL,10,D,96,0.22916666666666666,0.26398276,-26.9
116,house,D000627,Demings,FL,10,D,13,0,0.0015353,-26.9
0,house,D000628,Dunn,FL,2,Republican,108,0.9907407407407407,0.95368642,35.6
115,house,D000628,Dunn,FL,2,R,95,0.9894736842105263,0.95481108,35.6
116,house,D000628,Dunn,FL,2,R,13,1,0.94546778,35.6
0,house,D000629,Davids,KS,3,Democrat,13,0,0.13720944,-1.2
116,house,D000629,Davids,KS,3,D,13,0,0.13720944,-1.2
0,house,D000630,Delgado,NY,19,Democrat,13,0,0.4277039,6.8
116,house,D000630,Delgado,NY,19,D,13,0,0.4277039,6.8
0,house,D000631,Dean,PA,4,Democrat,13,0,0.00650215,-19.3
116,house,D000631,Dean,PA,4,D,13,0,0.00650215,-19.3
0,house,E000179,Engel,NY,16,Democrat,106,0.14150943396226415,0.15691806,-52.6
115,house,E000179,Engel,NY,16,D,93,0.16129032258064516,0.1788514,-52.6
116,house,E000179,Engel,NY,16,D,13,0,1.032e-5,-52.6
0,house,E000215,Eshoo,CA,18,Democrat,104,0.17307692307692307,0.14937477,-53.2
115,house,E000215,Eshoo,CA,18,D,91,0.1978021978021978,0.1707127,-53.2
116,house,E000215,Eshoo,CA,18,D,13,0,9.25e-6,-53.2
0,house,E000288,Ellison,MN,5,Democrat,81,0.09876543209876543,0.15714956,-55.2
115,house,E000288,Ellison,MN,5,D,81,0.09876543209876543,0.15714956,-55.2
0,house,E000293,Esty,CT,5,Democrat,95,0.2631578947368421,0.60428275,-4.1
115,house,E000293,Esty,CT,5,D,95,0.2631578947368421,0.60428275,-4.1
0,house,E000294,Emmer,MN,6,Republican,107,0.897196261682243,0.93772377,25.7
115,house,E000294,Emmer,MN,6,R,94,0.8936170212765957,0.94071412,25.7
116,house,E000294,Emmer,MN,6,R,13,0.9230769230769231,0.91610121,25.7
0,house,E000296,Evans,PA,3,Democrat,107,0.1588785046728972,0.12245640000000001,-83.9
115,house,E000296,Evans,PA,2,D,94,0.18085106382978725,0.13939185,-82.8
116,house,E000296,Evans,PA,3,D,13,0,3e-8,-83.9
0,house,E000297,Espaillat,NY,13,Democrat,109,0.10091743119266056,0.11735975,-86.9
115,house,E000297,Espaillat,NY,13,D,96,0.11458333333333333,0.13325221,-86.9
116,house,E000297,Espaillat,NY,13,D,13,0,2e-8,-86.9
0,house,E000298,Estes,KS,4,Republican,83,0.9518072289156626,0.92445388,27.2
115,house,E000298,Estes,KS,4,R,70,0.9428571428571428,0.92474856,27.2
116,house,E000298,Estes,KS,4,R,13,1,0.92286717,27.2
0,house,E000299,Escobar,TX,16,Democrat,13,0,9.834e-5,-40.7
116,house,E000299,Escobar,TX,16,D,13,0,9.834e-5,-40.7
0,house,F000372,Frelinghuysen,NJ,11,Republican,94,0.8936170212765957,0.71058572,0.9
115,house,F000372,Frelinghuysen,NJ,11,R,94,0.8936170212765957,0.71058572,0.9
0,house,F000448,Franks,AZ,8,Republican,56,0.9285714285714286,0.93813828,21.1
115,house,F000448,Franks,AZ,8,R,56,0.9285714285714286,0.93813828,21.1
0,house,F000449,Fortenberry,NE,1,Republican,107,0.9813084112149533,0.92328107,21.3
115,house,F000449,Fortenberry,NE,1,R,94,0.9787234042553191,0.92876619,21.3
116,house,F000449,Fortenberry,NE,1,R,13,1,0.88361945,21.3
0,house,F000450,Foxx,NC,5,Republican,109,0.926605504587156,0.90427915,17.6
115,house,F000450,Foxx,NC,5,R,96,0.9270833333333334,0.91454741,17.6
116,house,F000450,Foxx,NC,5,R,13,0.9230769230769231,0.82845204,17.6
0,house,F000454,Foster,IL,11,Democrat,107,0.205607476635514,0.25462377,-23.5
115,house,F000454,Foster,IL,11,D,94,0.23404255319148937,0.28942632,-23.5
116,house,F000454,Foster,IL,11,D,13,0,0.00297455,-23.5
0,house,F000455,Fudge,OH,11,Democrat,106,0.1509433962264151,0.13922068,-63.5
115,house,F000455,Fudge,OH,11,D,93,0.17204301075268819,0.15868143,-63.5
116,house,F000455,Fudge,OH,11,D,13,0,1.47e-6,-63.5
0,house,F000459,Fleischmann,TN,3,Republican,109,0.981651376146789,0.9491114,35.2
115,house,F000459,Fleischmann,TN,3,R,96,0.9791666666666666,0.94970841,35.2
116,house,F000459,Fleischmann,TN,3,R,13,1,0.94470268,35.2
0,house,F000460,Farenthold,TX,27,Republican,70,0.9285714285714286,0.93524181,23.6
115,house,F000460,Farenthold,TX,27,R,70,0.9285714285714286,0.93524181,23.6
0,house,F000461,Flores,TX,17,Republican,108,0.9814814814814815,0.9033127,17.5
115,house,F000461,Flores,TX,17,R,95,0.9894736842105263,0.91383346,17.5
116,house,F000461,Flores,TX,17,R,13,0.9230769230769231,0.82643026,17.5
0,house,F000462,Frankel,FL,21,Democrat,96,0.1875,0.31259479,-19.5
115,house,F000462,Frankel,FL,21,D,87,0.20689655172413793,0.34399633,-19.5
116,house,F000462,Frankel,FL,21,D,9,0,0.00904664,-19.5
0,house,F000464,Faso,NY,19,Republican,96,0.8958333333333334,0.81333017,6.8
115,house,F000464,Faso,NY,19,R,96,0.8958333333333334,0.81333017,6.8
0,house,F000465,Ferguson,GA,3,Republican,109,0.963302752293578,0.94637176,31.5
115,house,F000465,Ferguson,GA,3,R,96,0.96875,0.94770169,31.5
116,house,F000465,Ferguson,GA,3,R,13,0.9230769230769231,0.93655067,31.5
0,house,F000466,Fitzpatrick,PA,1,Republican,109,0.7522935779816514,0.62914697,-2
115,house,F000466,Fitzpatrick,PA,8,R,96,0.84375,0.69809505,0.2
116,house,F000466,Fitzpatrick,PA,1,R,13,0.07692307692307693,0.11999194,-2
0,house,F000467,Finkenauer,IA,1,Democrat,13,0,0.28401901,3.5
116,house,F000467,Finkenauer,IA,1,D,13,0,0.28401901,3.5
0,house,F000468,Fletcher,TX,7,Democrat,13,0,0.13270681,-1.4
116,house,F000468,Fletcher,TX,7,D,13,0,0.13270681,-1.4
0,house,F000469,Fulcher,ID,1,Republican,13,0.9230769230769231,0.95022558,38.3
